video_id	side	t_sec	game_idx	frame_idx	chain_count_off	chain_count_on	total_erased_off	total_erased_on	total_ojama_off	total_ojama_on
c46	2P	1984.57	33	119074	1	0	4	0	0	0
c46	2P	1985.23	33	119114	1	0	4	0	0	0
c46	2P	1986.17	33	119170	1	0	4	0	0	0
c46	2P	1986.50	33	119190	1	5	8	25	0	3
c47	2P	703.83	9	42230	1	0	4	0	0	0
c47	1P	1962.57	32	117754	1	0	4	0	0	0
c47	1P	1962.63	32	117758	1	1	5	4	0	0
c47	2P	2940.20	48	176412	1	1	5	4	2	2
c48	2P	530.87	6	31852	1	0	4	0	0	0
c48	1P	1802.47	27	108148	1	0	4	0	0	0
c48	2P	1805.60	27	108336	1	1	5	4	0	0
c49	2P	2616.77	38	157006	1	0	4	0	0	0
c49	2P	2617.83	38	157070	1	0	4	0	0	0
c49	2P	2618.57	38	157114	1	0	4	0	0	0
c5	1P	629.37	7	37762	1	0	4	0	1	0
c5	1P	630.37	7	37822	1	0	4	0	1	0
c5	1P	2480.43	38	148826	1	1	7	6	0	0
c51	2P	2045.80	34	122748	1	1	5	4	0	0
c51	2P	2045.93	34	122756	1	1	5	4	0	0
c52	2P	1587.40	24	47622	1	0	4	0	3	0
c52	2P	1588.13	24	47644	1	0	4	0	3	0
c52	2P	1669.80	25	50094	1	1	5	4	2	2
c53	1P	1091.13	16	32734	1	0	4	0	2	0
c53	1P	1093.00	16	32790	1	0	4	0	2	0
c53	1P	1093.60	16	32808	1	0	4	0	2	0
c53	1P	1094.23	16	32827	1	0	4	0	2	0
c53	1P	1627.03	26	48811	1	0	4	0	0	0
c54	1P	346.27	3	20776	1	0	4	0	0	0
c54	1P	1678.90	27	100734	1	1	5	4	0	0
c54	1P	1679.50	27	100770	1	1	10	9	2	2
c55	2P	1800.87	33	108052	1	0	4	0	0	0
c55	2P	1801.90	33	108114	1	0	4	0	1	0
c55	2P	1802.47	33	108148	1	0	4	0	1	0
c55	1P	2667.03	51	160022	1	1	5	4	0	0
c56	1P	1173.00	20	70380	1	0	4	0	0	0
c56	1P	1174.50	20	70470	1	0	4	0	0	0
c56	1P	1174.63	20	70478	1	0	4	0	0	0
c56	1P	1174.73	20	70484	1	0	4	0	0	0
c56	1P	1175.43	20	70526	1	0	4	0	0	0
c56	1P	1176.97	20	70618	1	0	4	0	0	0
c56	1P	1177.50	20	70650	1	0	4	0	0	0
c56	1P	1177.80	20	70668	1	0	4	0	0	0
c56	1P	1556.67	27	93400	1	0	4	0	3	0
c56	1P	1558.00	27	93480	1	0	4	0	3	0
c56	1P	1558.20	27	93492	1	0	4	0	3	0
c56	1P	2596.47	43	155788	1	0	4	0	0	0
c56	2P	2637.50	43	158250	1	0	4	0	0	0
c56	2P	2638.73	43	158324	1	1	5	4	0	0
c57	1P	1903.17	29	114190	1	0	4	0	0	0
c57	2P	2746.20	43	164772	1	0	4	0	0	0
c57	1P	3190.03	50	191402	1	0	4	0	0	0
c58	1P	250.47	0	7514	1	0	4	0	0	0
c58	1P	251.57	0	7547	1	0	4	0	0	0
c58	1P	1348.07	0	40442	1	1	5	4	0	0
c58	1P	2372.53	0	71176	1	0	4	0	1	0
c59	2P	433.17	4	12995	3	3	13	12	3	3
c59	1P	637.63	7	19129	1	1	6	5	0	0
c59	1P	1017.27	12	30518	1	0	4	0	0	0
c59	1P	1558.70	20	46761	1	0	4	0	0	0
c6	1P	397.27	3	23836	1	0	4	0	0	0
c6	1P	398.20	3	23892	1	0	4	0	0	0
c6	1P	398.60	3	23916	1	0	4	0	0	0
c6	1P	399.30	3	23958	1	0	4	0	0	0
c6	2P	2116.47	33	126988	1	0	4	0	0	0
c6	2P	2116.60	33	126996	1	0	4	0	0	0
c6	2P	3047.33	49	182840	1	0	4	0	0	0
c6	1P	3207.30	51	192438	1	0	4	0	0	0
c6	1P	3207.70	51	192462	1	0	4	0	0	0
c6	1P	3207.83	51	192470	1	0	4	0	0	0
c6	1P	3208.13	51	192488	1	1	5	4	2	2
c60	1P	526.23	5	15787	1	1	5	4	0	0
c60	2P	1094.60	14	32838	1	0	4	0	1	0
c60	2P	1095.77	14	32873	1	0	4	0	1	0
c60	2P	1096.10	14	32883	1	0	4	0	1	0
c60	2P	1098.37	14	32951	1	0	4	0	2	0
c60	1P	1444.67	20	43340	1	0	4	0	0	0
c60	1P	1445.27	20	43358	1	0	4	0	0	0
c60	1P	1446.53	20	43396	1	0	4	0	0	0
c60	1P	1446.77	20	43403	1	0	4	0	0	0
c60	1P	1448.00	20	43440	1	0	4	0	0	0
c60	1P	1448.27	20	43448	1	0	4	0	0	0
c60	2P	2443.57	34	73307	1	1	5	4	0	0
c60	2P	2444.50	34	73335	1	1	5	4	0	0
c60	2P	2444.80	34	73344	1	0	4	0	0	0
c60	2P	2445.87	34	73376	1	0	4	0	3	0
c60	2P	2446.27	34	73388	1	0	4	0	3	0
c60	2P	2447.53	34	73426	1	0	4	0	3	0
c60	2P	2447.87	34	73436	1	0	4	0	3	0
c60	2P	3270.80	50	98124	1	0	4	0	0	0
c60	2P	3272.17	50	98165	1	0	4	0	1	0
c60	2P	3272.20	50	98166	1	0	4	0	1	0
c60	2P	3272.60	50	98178	1	0	4	0	1	0
c61	1P	773.73	9	23212	1	1	5	4	1	1
c61	2P	1718.47	23	51554	9	11	49	53	2	2
c61	1P	2909.37	44	87281	1	0	4	0	0	0
c61	1P	2909.53	44	87286	1	0	4	0	0	0
c62	2P	684.27	6	41056	1	1	5	4	4	4
c62	2P	1166.07	13	69964	1	0	4	0	1	0
c62	2P	1167.13	13	70028	1	0	4	0	1	0
c63	2P	708.10	10	21243	1	0	4	0	3	0
c63	2P	709.23	10	21277	1	0	4	0	3	0
c63	2P	709.90	10	21297	1	0	4	0	3	0
c63	2P	710.43	10	21313	1	0	4	0	3	0
c63	1P	2313.87	34	69416	1	0	4	0	0	0
c63	1P	2314.33	34	69430	1	1	5	4	2	2
c63	1P	3256.07	49	97682	1	0	4	0	0	0
c63	1P	3257.13	49	97714	1	0	4	0	2	0
c63	1P	3257.43	49	97723	1	0	4	0	2	0
c63	1P	3257.53	49	97726	1	0	4	0	2	0
c63	1P	3257.57	49	97727	1	0	4	0	2	0
c63	1P	3257.60	49	97728	1	0	4	0	2	0
c64	1P	2909.67	51	174406	1	0	4	0	0	0
c64	1P	2910.47	51	174454	1	0	4	0	0	0
c64	1P	2910.57	51	174460	1	0	4	0	0	0
c65	1P	1286.47	18	77188	1	1	5	4	1	1
c65	2P	1632.07	24	97924	1	1	5	4	4	4
c66	1P	1625.90	24	48777	1	0	4	0	0	0
c66	1P	1626.83	24	48805	1	0	4	0	0	0
c66	1P	1627.30	24	48819	1	0	4	0	0	0
c66	1P	1627.90	24	48837	1	0	4	0	0	0
c67	1P	1577.07	23	94624	1	1	5	4	1	1
c68	1P	1606.20	24	96372	1	1	5	4	0	0
c68	1P	2796.47	44	167788	1	0	4	0	0	0
c68	1P	2797.90	44	167874	1	0	4	0	0	0
c68	1P	2798.03	44	167882	1	1	15	14	12	12
c68	1P	2798.17	44	167890	1	1	15	14	12	12
c68	1P	2798.20	44	167892	1	1	15	14	12	12
c68	1P	2798.23	44	167894	2	2	25	24	12	12
c68	1P	2798.27	44	167896	1	1	26	25	9	9
c68	1P	2799.60	44	167976	1	1	26	25	11	11
c68	1P	2799.83	44	167990	1	1	26	25	11	11
c68	1P	2799.97	44	167998	1	1	26	25	11	11
c68	1P	2800.00	44	168000	1	1	31	30	13	13
c69	2P	196.90	0	5907	1	1	5	4	0	0
c69	2P	198.07	0	5942	1	1	5	4	1	1
c69	2P	198.20	0	5946	1	1	5	4	0	0
c69	2P	198.33	0	5950	1	1	5	4	0	0
c69	1P	485.67	0	14570	1	2	9	9	1	1
c69	1P	485.90	0	14577	1	2	9	9	1	1
c69	1P	1488.83	0	44665	1	0	4	0	1	0
c69	1P	1489.93	0	44698	1	0	4	0	1	0
c69	1P	1490.47	0	44714	1	0	4	0	1	0
c7	2P	230.80	2	13848	1	0	4	0	0	0
c7	2P	232.10	2	13926	1	0	4	0	0	0
c7	2P	232.60	2	13956	1	0	4	0	0	0
c7	2P	232.87	2	13972	1	0	4	0	0	0
c7	2P	233.13	2	13988	1	1	5	4	1	1
c7	2P	2382.80	38	142968	1	0	4	0	0	0
c7	2P	3109.43	49	186566	1	1	5	4	0	0
c70	1P	530.20	7	31812	1	0	4	0	0	0
c70	1P	531.23	7	31874	1	2	8	8	3	3
c70	1P	749.33	10	44960	1	0	4	0	0	0
c70	1P	749.60	10	44976	1	0	4	0	0	0
c70	1P	749.90	10	44994	1	0	4	0	0	0
c70	1P	751.00	10	45060	1	0	4	0	5	0
c70	1P	751.27	10	45076	1	0	4	0	5	0
c70	1P	751.37	10	45082	1	0	4	0	5	0
c70	1P	751.53	10	45092	1	0	4	0	5	0
c70	1P	751.60	10	45096	1	0	4	0	2	0
c70	1P	1181.13	17	70868	1	0	4	0	0	0
c70	1P	1614.33	25	96860	1	0	4	0	0	0
c71	2P	417.10	6	12513	1	0	4	0	0	0
c71	1P	480.33	7	14410	2	0	8	0	4	0
c71	2P	725.07	11	21752	1	1	5	4	1	1
c71	2P	725.37	11	21761	1	1	5	4	1	1
c71	1P	3082.90	53	92487	1	0	4	0	0	0
c71	1P	3083.67	53	92510	4	4	20	16	0	0
c71	1P	3083.93	53	92518	4	4	20	16	0	0
c72	2P	2471.10	39	148266	1	0	4	0	0	0
c73	1P	433.77	4	13013	1	0	4	0	0	0
c73	1P	434.07	4	13022	1	1	5	4	0	0
c73	2P	1293.80	18	38814	1	0	4	0	2	0
c73	2P	1294.27	18	38828	1	10	6	46	2	5
c73	2P	1294.47	18	38834	1	10	5	45	2	5
c73	2P	1294.87	18	38846	1	10	6	46	3	6
c73	1P	1315.47	18	39464	1	0	4	0	0	0
c73	1P	1316.17	18	39485	1	0	4	0	0	0
c73	1P	1316.43	18	39493	1	0	4	0	0	0
c73	2P	1709.00	24	51270	1	0	4	0	0	0
c73	2P	1709.63	24	51289	1	0	4	0	0	0
c73	2P	1986.87	28	59606	1	0	4	0	0	0
c73	2P	1988.57	28	59657	1	0	4	0	0	0
c73	1P	2492.90	36	74787	1	1	5	4	0	0
c74	2P	750.93	10	45056	1	0	4	0	0	0
c74	2P	751.43	10	45086	1	0	4	0	0	0
c74	2P	751.80	10	45108	1	0	4	0	0	0
c74	2P	752.60	10	45156	1	0	4	0	0	0
c74	1P	901.00	13	54060	1	0	4	0	0	0
c74	1P	901.47	13	54088	1	0	4	0	0	0
c74	1P	2317.93	35	139076	1	0	4	0	2	0
c74	1P	2318.97	35	139138	1	0	4	0	4	0
c74	1P	2319.27	35	139156	1	0	4	0	4	0
c75	1P	738.17	9	22145	1	0	4	0	0	0
c75	2P	1877.40	27	56322	1	0	4	0	0	0
c75	2P	1878.47	27	56354	1	0	4	0	0	0
c75	2P	1884.00	27	56520	1	0	4	0	0	0
c75	2P	3050.07	47	91502	1	1	5	4	1	1
c76	1P	722.47	8	21674	1	0	4	0	0	0
c76	1P	1440.07	19	43202	1	0	4	0	0	0
c76	1P	1442.33	19	43270	1	0	4	0	0	0
c76	1P	1792.13	25	53764	1	1	6	5	0	0
c76	2P	2901.00	44	87030	1	0	4	0	0	0
c77	2P	1553.03	27	93182	1	0	4	0	0	0
c77	2P	1555.90	27	93354	1	0	4	0	0	0
c77	2P	1557.27	27	93436	1	0	4	0	0	0
c77	1P	2147.93	39	128876	1	0	4	0	0	0
c77	1P	2148.53	39	128912	3	2	17	14	0	0
c77	1P	2422.60	46	145356	1	0	4	0	0	0
c77	1P	2423.27	46	145396	1	0	4	0	0	0
c77	1P	2423.53	46	145412	1	0	4	0	0	0
c79	1P	167.80	0	5034	1	1	5	4	1	1
c79	1P	168.17	0	5045	1	1	5	4	1	1
c79	1P	168.60	0	5058	1	1	5	4	1	1
c79	1P	815.30	11	24459	1	2	12	13	1	4
c79	1P	815.60	11	24468	1	2	11	12	1	4
c79	1P	1116.73	16	33502	1	0	4	0	0	0
c79	1P	1283.83	19	38515	1	1	5	4	0	0
c79	1P	1288.30	19	38649	1	0	4	0	0	0
c79	1P	1291.73	19	38752	1	0	4	0	0	0
c79	1P	1292.40	19	38772	1	0	4	0	0	0
c79	1P	1292.93	19	38788	1	1	5	4	2	2
c79	1P	1292.97	19	38789	1	1	5	4	2	2
c79	2P	1780.13	28	53404	1	1	6	5	0	0
c79	1P	1784.10	28	53523	1	1	5	4	0	0
c79	1P	2906.63	45	87199	1	0	4	0	0	0
c79	1P	2907.67	45	87230	1	0	4	0	0	0
c8	2P	327.20	3	19632	1	0	4	0	0	0
c8	1P	2220.90	31	133254	1	1	5	4	5	5
c8	1P	2221.33	31	133280	1	1	5	4	5	5
c80	1P	685.07	9	20552	4	4	19	18	0	0
c80	1P	3152.77	49	94583	1	1	5	4	0	0
c82	2P	854.43	13	51266	1	0	4	0	0	0
c82	2P	855.00	13	51300	1	0	4	0	0	0
c82	2P	855.33	13	51320	1	0	4	0	0	0
c82	2P	856.67	13	51400	1	0	4	0	0	0
c82	2P	858.03	13	51482	1	0	4	0	1	0
c82	2P	858.67	13	51520	2	3	12	17	1	1
c82	1P	1927.50	32	115650	1	0	4	0	0	0
c82	1P	1927.63	32	115658	1	0	4	0	0	0
c82	1P	1928.37	32	115702	1	0	4	0	0	0
c82	1P	1929.00	32	115740	3	2	18	15	0	0
c84	1P	601.50	5	36090	2	2	10	9	0	0
c84	1P	1461.70	21	87702	1	1	6	5	0	0
c84	2P	2121.07	34	127264	1	0	4	0	2	0
c9	1P	2148.93	35	128936	1	0	4	0	0	0
c96s1	1P	1539.27	26	92356	2	2	9	8	0	0
c96s1	2P	1944.97	31	116698	1	0	4	0	0	0
c96s2	1P	2090.17	35	125410	1	1	8	7	0	0
c96s2	1P	2091.00	35	125460	7	7	35	34	0	0
c96s3	2P	72.00	0	4320	1	0	4	0	0	0
c96s3	2P	73.30	0	4398	1	0	4	0	0	0
c96s3	2P	75.83	0	4550	1	0	4	0	0	0
c96s3	2P	76.10	0	4566	1	0	4	0	0	0
c96s3	2P	76.80	0	4608	1	0	4	0	0	0
c96s3	2P	77.37	0	4642	1	0	4	0	0	0
c96s3	2P	78.07	0	4684	1	0	4	0	0	0
c96s3	2P	78.63	0	4718	1	0	4	0	0	0
c96s3	2P	79.30	0	4758	1	0	4	0	0	0
c96s3	2P	79.87	0	4792	1	0	4	0	0	0
c96s3	2P	80.17	0	4810	1	0	4	0	0	0
c96s3	1P	619.77	9	37186	2	2	10	9	2	2
c96s3	1P	620.33	9	37220	2	2	10	9	2	2
c96s3	1P	620.53	9	37232	2	2	10	9	2	2
c96s3	1P	620.77	9	37246	1	1	10	9	3	3
c96s3	1P	3237.23	49	194234	1	0	4	0	0	0
c97	2P	502.17	4	30130	1	0	4	0	0	0
c97	2P	502.93	4	30176	1	0	4	0	0	0
c97	1P	1771.50	22	106290	1	0	4	0	0	0
c97	2P	3201.10	43	192066	14	5	63	25	1	1
c97	2P	3201.37	43	192082	14	5	63	25	0	0
c98	1P	595.30	5	35718	1	0	4	0	0	0
c98	1P	595.57	5	35734	1	0	4	0	0	0
c98	1P	596.67	5	35800	1	0	4	0	0	0
c98	1P	710.17	7	42610	1	1	5	4	0	0
c99	1P	812.93	9	48776	1	0	4	0	0	0
c99	1P	935.40	11	56124	1	0	4	0	0	0
c99	1P	947.57	11	56854	1	0	4	0	0	0
c99	1P	948.13	11	56888	1	0	4	0	2	0
c99	1P	948.40	11	56904	1	0	4	0	2	0
c99	1P	948.43	11	56906	1	0	4	0	2	0
