video_name	video_id	duration_sec	title	tier	source_file	on_disk
video_93	6asLcTglLQI	3565	【マスター・2ブロック】:o vs 3 30先(解説：やまたけプロ)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	マスター	data/phase_e_dl_index.tsv	0
video_94	UsMva_S3LAQ	3353	【マスター・1ブロック】とりいぬ vs レイン 30先(解説：MASA)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	マスター	data/phase_e_dl_index.tsv	0
video_95	al2ayeqbxyI	2368	【マスター・2ブロック】TS vs ゆが 30先(解説：やまたけプロ)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	マスター	data/phase_e_dl_index.tsv	0
video_96				UNCONFIRMED		1
video_97				UNCONFIRMED		1
video_98				UNCONFIRMED		1
video_99				UNCONFIRMED		1
video_c1	kETyIUk_Vb8			チャレンジャー	scripts/_dl_tier_avc1.sh	1
video_c10	m2qfYVCQzDQ	3257.0	【チャレンジャー・Bブロック】ヨダソウマ vs ゆうき 30先【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c100	cwj247CtYtw		【S級リーグ】ともくん vs のらすけ 30先(解説：sym)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ #おいうリーグ	S級	data/_dl_expand2_2026-08-07.tsv	0
video_c101	04hTIbmuhl0		【S級リーグ】delta vs live 30先(解説：クサノアニマル)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ #おいうリーグ	S級	data/_dl_expand2_2026-08-07.tsv	0
video_c102	oFra5QBFxUU		【S級リーグ】ともくん vs live 30先(実況：もこう、解説：Tom)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ #おいうリーグ	S級	data/_dl_expand2_2026-08-07.tsv	0
video_c103	MA2Xq6smpbY		【S級リーグ】のらすけ vs ちゃるめらー 30先(解説：fron)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ #おいうリーグ	S級	data/_dl_expand2_2026-08-07.tsv	0
video_c104	-w9ziMGve40		【S級リーグ】delta vs ちゃるめらー 30先(解説：ALF)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ #おいうリーグ	S級	data/_dl_expand2_2026-08-07.tsv	0
video_c105	hJezrrCbkDg		【S級リーグ】のらすけ vs ゆうき 30先(解説：sym)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ #おいうリーグ	S級	data/_dl_expand2_2026-08-07.tsv	0
video_c106	ABm5FumO_vQ		【S級リーグ】live vs ゆうき 30先(解説：クサノアニマル)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ #おいうリーグ	S級	data/_dl_expand2_2026-08-07.tsv	0
video_c107	DAGNxVGFsE4		【S級リーグ】ともくん vs ちゃるめらー 30先(解説：ヨダソウマ)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ #おいうリーグ	S級	data/_dl_expand2_2026-08-07.tsv	0
video_c108	F5UyYct4veI		【S級リーグ】delta vs ゆうき 30先(解説：sym)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ #おいうリーグ	S級	data/_dl_expand2_2026-08-07.tsv	0
video_c109	OUkub5_6Zts		【S級リーグ】最終戦特別オフライン開催「やまだ vs のらすけ」「ともくん vs delta」30先【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	S級	data/_dl_expand2_2026-08-07.tsv	0
video_c11	AccHEU_5024	3102.0	【チャレンジャー・Aブロック】Shiyota vs かき 30先【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c110	zB8d1FuCStU		【修正版】【S級リーグ】のらすけ vs ともくん 30先(解説：ALF)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	S級	data/_dl_expand2_2026-08-07.tsv	0
video_c111	d1i38E4gE1s		【S級リーグ】delta vs やまだ 30先(解説：ヨダソウマ)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	S級	data/_dl_expand2_2026-08-07.tsv	0
video_c112	iZZyNGtJ3G8		【S級リーグ】のらすけ vs ともくん 30先(解説：ALF)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	S級	data/_dl_expand2_2026-08-07.tsv	0
video_c113	kOWy50IddfI		【S級リーグ】delta vs のらすけ 30先(解説：sym)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	S級	data/_dl_expand2_2026-08-07.tsv	0
video_c114	scbjMU8m7QA		【S級リーグ】やまだ vs ともくん 30先(解説：ヨダソウマ)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	S級	data/_dl_expand2_2026-08-07.tsv	0
video_c115	QzVwMcD2U3k		【A級・6ブロック】なしー vs べーこん 30先(解説：スラさん)【第3回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c116	KmuHx9_EFm0		【A級・1ブロック】にくじゃが vs ペペペマン 30先(解説：MASA)【第3回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c117	7pYaBQjlyCU		【A級・9ブロック】Neese vs PRR 30先(解説：やまだ)【第3回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c118	gBLtkwkPQxU		【A級・6ブロック】なしー vs にゃんきち 30先(解説：やまだ)【第3回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c119	8PpIsMkQEAg		【A級・8ブロック】しの vs るた 30先(解説：やまだ)【第3回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c12	ioXOuiCztJQ	3934.0	【チャレンジャー・Aブロック】ゆがるむ vs やまだ 30先【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c120	p7Yd9r4RUUA		【A級・8ブロック】とりいぬ vs るた 30先(解説：やまだ)【第3回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c121	1707CzKmXPg		【A級・5ブロック】light vs ひまこ 30先(解説：みる)【第3回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c122	kfIfWQZksNk		【A級・6ブロック】クラウド vs にゃんきち 30先(解説：MASA)【第3回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c123	TkvXHB-Bqcw		【A級・1ブロック】いつき vs ぺぺぺマン 30先(解説：クサノアニマル)【第3回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c124	-_bVIlk0nVw		【A級・9ブロック】PRR vs ゆうりん 30先(解説：クサノアニマル)【第3回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c125	9uLeoQeZ73s		【A級・6ブロック】MGR vs にゃんきち 30先(解説：クサノアニマル)【第3回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c126	-J6inVQlV8k		【A級・1ブロック】いつき vs にくじゃが 30先(解説：クサノアニマル)【第3回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c127	-yJuHp62gT8		【A級・4ブロック】タイタン vs れれ 30先(解説：SAKI)【第3回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c128	XPGPLXyKoak		【A級・4ブロック】MATTYAN vs きーくん 30先(解説：ぴぽにあ)【第3回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c129	SHUxfLEUngg		【A級・5ブロック】DIO vs light 30先(解説：MASA)【第3回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c13	sxIU0Cr_iSQ	3328.0	【チャレンジャー・Bブロック】のらすけ vs ぬえ 30先【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c130	OjGK19LpVs0		【A級・2ブロック】ふくいん vs ゆうりん 30先(解説：なしー)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c131	MjmYdYM5QIU		【A級・1ブロック】coo vs なしー 30先(解説：MASA)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c132	_qJod5PzH3s		【A級・3ブロック】とりぱん vs ぶーけ 30先(解説：椎野)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c133	jVsu05HNgFo		【A級・7ブロック】teva vs ユニ 30先(解説：ライカ)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c134	6ViO4xH70gQ		【A級・9ブロック】えぬむら vs akinari 30先(解説：クサノアニマル)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c135	DWllSSML7YY		【A級・9ブロック】なおこれ vs akinari  30先(解説：DIO)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c136	hqpoHjN4Lx0		【A級・9ブロック】いさな vs もんぬ 30先(解説：クサノアニマル)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c137	56l3ooNJfs8		【A級・3ブロック】ぶーけ vs れたす 30先(解説：なしー)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c138	Z-VMWHmxeao		【A級・6ブロック】スラさん vs にゃんきち 30先(解説：MASA)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c139	Dgla5UVL1DY		【A級・4ブロック】RIC vs ねも 30先(解説：reoru)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c14	1fGg0yjkrlw	3272.0	【チャレンジャー・Bブロック】SAKI vs ゆうき 30先(解説:momoken)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c140	Be0HyETJ47w		【A級・8ブロック】light vs MATTYAN 30先(解説：なしー)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c141	R7vU1wQ4BxI		【A級・6ブロック】No_name vs るた 30先(解説：なしー)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c142	7J1VkyPLsi8		【A級・9ブロック】えぬむら vs もんぬ 30先(解説：MASA)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c143	Lz1nXzQh9pc		【A級・2ブロック】ferro vs ゆうりん 30先(解説：スラさん)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c144	mlXw2lyptuE		【A級・8ブロック】light vs Neese 30先(解説：reoru)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	A級	data/_dl_expand2_2026-08-07.tsv	0
video_c15	JbKPscv0njs	3857.0	【チャレンジャー・Aブロック】live vs やまだ 30先(解説:なしー)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c16	qpyaqOUkl1U	3445.0	【チャレンジャー・Bブロック】のらすけ vs ヨダソウマ 30先(解説:reoru)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c17	7wehbuHr74U	3129.0	【チャレンジャー・Bブロック】ぬえ vs ともくん 30先(解説:こんけあ)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c18	sOkUhL3cdHM	3644.0	【チャレンジャー・Aブロック】かき vs やまだ 30先(解説:ユニ)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c19	q5Kz8GzF3kQ	2910.0	【チャレンジャー・Aブロック】live vs ゆがるむ 30先(解説:reoru)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c2	Lw6Z8Nzguo4			チャレンジャー	scripts/_dl_tier_avc1.sh	1
video_c20	LzZUb8JnECE	3463.0	【チャレンジャー・Bブロック】SAKI vs ヨダソウマ 30先(解説:スラさん)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c21	mAUBFZANAZM	3837.0	【チャレンジャー・Aブロック】Shiyota vs ゆがるむ 30先(解説:ようかん)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c22	l2yAlnzMIDo	4243.0	【チャレンジャー・Bブロック】ともくん vs ゆうき 30先(解説:ヨダソウマ)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c23	I8kNracPWCA	4047.0	【チャレンジャー・Aブロック】delta vs やまだ 30先(解説:ALF)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c24	GJMvphfqs6U	3254.0	【チャレンジャー・Aブロック】Shiyota vs live 30先(解説:こんけあ)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c25	Ei_Uu8B8KE8	3549.0	【チャレンジャー・Bブロック】ぬえ vs ヨダソウマ 30先(解説:shocole)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c26	FW5FWAP8nQ4	3009.0	【チャレンジャー・Bブロック】SAKI vs のらすけ 30先(解説:ようかん)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c27	LNsVtiZHalo	4562.0	【チャレンジャー・Bブロック】ぬえ vs ゆうき 30先(解説:ALF)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c28	VOH8TuaUIf0	2883.0	【チャレンジャー・Bブロック】SAKI vs ともくん 30先(解説:やまたけプロ)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c29	k-k2zImnp8U	3263.0	【チャレンジャー・Aブロック】delta vs ゆがるむ 30先(解説:スラさん)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c3	fIIDFPCD2w0			チャレンジャー	scripts/_dl_tier_avc1.sh	1
video_c30	X9uQ6eZy8is	3603.0	【チャレンジャー・Aブロック】Shiyota vs delta 30先(解説:ようかん)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c31	80W5JXVxM7U	3330.0	【チャレンジャー・Aブロック】live vs かき 30先(解説:fron)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c32	3ImrF1TrjIo	3301.0	【チャレンジャー・Aブロック】live vs delta 30先(解説:なしー)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c33	hboIZroeCbc	3853.0	【チャレンジャー・Bブロック】のらすけ vs ともくん 30先(解説:ヨダソウマ)【新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	チャレンジャー	data/pl_new_missing.tsv	1
video_c34	al2ayeqbxyI		【マスター・2ブロック】TS vs ゆが 30先(解説：やまたけプロ)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	マスター	data/_dl_expand.tsv	1
video_c35	JvvJQcL7iR4		【マスター・1ブロック】sym vs まじぇす 30先(解説：reoru)【第2回新おいうリーグ】#ぷよぷよ #ぷよぷよeスポーツ	マスター	data/_dl_expand.tsv	1
